ID,Timestamp,Temperature (°C),Humidity (%),Gas Level (ppm),Noise Level (dB),System Alert,Alert Class
6543,2025-04-05 22:02:00,45.0,79.2,89.1,48.8,Humidity Alert,2
6544,2025-04-05 22:03:00,41.1,40.7,148.7,44.9,Gas Alert,0
6545,2025-04-05 22:04:00,39.2,73.2,92.0,43.6,Normal,7
6546,2025-04-05 22:05:00,38.5,46.0,130.2,45.3,Gas Alert,0
6547,2025-04-05 22:06:00,36.7,64.8,123.7,38.1,Gas Alert,0
6548,2025-04-05 22:07:00,50.5,59.0,145.6,52.3,"Temp, Gas, Noise Alert",10
6549,2025-04-05 22:08:00,49.9,46.1,100.6,50.7,"Temp, Gas, Noise Alert",10
6550,2025-04-05 22:09:00,43.6,71.5,96.6,51.0,Noise Alert,6
6551,2025-04-05 22:10:00,40.3,79.9,140.6,54.9,"Humidity, Gas, Noise Alert",4
6552,2025-04-05 22:11:00,33.6,51.7,131.0,36.0,Gas Alert,0
6553,2025-04-05 22:12:00,32.9,70.8,94.4,47.4,Normal,7
6554,2025-04-05 22:13:00,31.5,50.7,103.8,53.2,"Gas, Noise Alert",1
6555,2025-04-05 22:14:00,37.9,56.7,124.3,51.7,"Gas, Noise Alert",1
6556,2025-04-05 22:15:00,42.1,82.4,108.9,57.8,"Humidity, Gas, Noise Alert",4
6557,2025-04-05 22:16:00,51.0,49.3,151.1,56.7,"Temp, Gas, Noise Alert",10
6558,2025-04-05 22:17:00,42.5,79.3,98.0,61.8,"Humidity, Noise Alert",5
6559,2025-04-05 22:18:00,33.6,47.3,119.0,63.6,"Gas, Noise Alert",1
6560,2025-04-05 22:19:00,43.3,48.7,142.4,38.5,Gas Alert,0
6561,2025-04-05 22:20:00,51.0,43.3,138.6,57.2,"Temp, Gas, Noise Alert",10
6562,2025-04-05 22:21:00,54.9,45.7,158.3,36.9,"Temp, Gas Alert",9
6563,2025-04-05 22:22:00,41.5,51.4,123.6,58.7,"Gas, Noise Alert",1
6564,2025-04-05 22:23:00,44.4,71.7,87.5,56.6,Noise Alert,6
6565,2025-04-05 22:24:00,32.6,67.4,113.8,37.9,Gas Alert,0
6566,2025-04-05 22:25:00,42.0,57.3,147.4,38.9,Gas Alert,0
6567,2025-04-05 22:26:00,51.7,81.0,151.5,61.1,"Temp, Humidity, Gas, Noise Alert",13
6568,2025-04-05 22:27:00,41.0,59.2,155.2,37.7,Gas Alert,0
6569,2025-04-05 22:28:00,42.5,48.9,91.2,63.9,Noise Alert,6
6570,2025-04-05 22:29:00,39.0,78.0,122.0,52.8,"Humidity, Gas, Noise Alert",4
6571,2025-04-05 22:30:00,52.1,84.4,150.8,53.0,"Temp, Humidity, Gas, Noise Alert",13
6572,2025-04-05 22:31:00,45.5,47.1,98.5,35.9,Temp Alert,8
6573,2025-04-05 22:32:00,36.1,53.6,116.6,45.2,Gas Alert,0
6574,2025-04-05 22:33:00,40.0,67.5,154.1,54.5,"Gas, Noise Alert",1
6575,2025-04-05 22:34:00,50.5,66.1,128.0,47.7,"Temp, Gas Alert",9
6576,2025-04-05 22:35:00,33.9,51.3,90.0,54.5,Noise Alert,6
6577,2025-04-05 22:36:00,32.5,67.1,85.8,44.5,Normal,7
6578,2025-04-05 22:37:00,42.8,51.6,107.1,50.9,"Gas, Noise Alert",1
6579,2025-04-05 22:38:00,54.1,45.0,150.1,63.9,"Temp, Gas, Noise Alert",10
6580,2025-04-05 22:39:00,45.4,43.3,88.1,41.7,Temp Alert,8
6581,2025-04-05 22:40:00,36.0,68.9,139.6,51.4,"Gas, Noise Alert",1
6582,2025-04-05 22:41:00,41.4,47.4,87.8,48.0,Normal,7
6583,2025-04-05 22:42:00,40.7,61.2,159.4,61.2,"Gas, Noise Alert",1
6584,2025-04-05 22:43:00,41.7,82.1,120.9,62.9,"Humidity, Gas, Noise Alert",4
6585,2025-04-05 22:44:00,37.0,81.2,147.6,59.7,"Humidity, Gas, Noise Alert",4
6586,2025-04-05 22:45:00,38.6,56.0,131.1,42.3,Gas Alert,0
6587,2025-04-05 22:46:00,41.5,67.6,157.5,54.1,"Gas, Noise Alert",1
6588,2025-04-05 22:47:00,35.0,46.4,85.6,50.5,Noise Alert,6
6589,2025-04-05 22:48:00,44.6,41.1,111.4,36.5,Gas Alert,0
6590,2025-04-05 22:49:00,33.5,58.4,100.7,55.2,"Gas, Noise Alert",1
6591,2025-04-05 22:50:00,38.2,64.2,127.4,36.8,Gas Alert,0
6592,2025-04-05 22:51:00,40.7,42.9,98.6,37.9,Normal,7
6593,2025-04-05 22:52:00,37.6,52.5,88.0,55.9,Noise Alert,6
6594,2025-04-05 22:53:00,44.1,77.7,125.3,58.9,"Humidity, Gas, Noise Alert",4
6595,2025-04-05 22:54:00,43.3,63.1,111.2,37.8,Gas Alert,0
6596,2025-04-05 22:55:00,30.6,60.9,107.9,48.7,Gas Alert,0
6597,2025-04-05 22:56:00,45.1,65.6,104.5,45.7,"Temp, Gas Alert",9
6598,2025-04-05 22:57:00,53.4,46.3,87.2,44.0,Temp Alert,8
6599,2025-04-05 22:58:00,40.8,45.1,97.6,42.2,Normal,7
6600,2025-04-05 22:59:00,47.0,57.1,100.6,48.3,"Temp, Gas Alert",9
6601,2025-04-05 23:00:00,35.3,52.9,149.6,45.1,Gas Alert,0
6602,2025-04-05 23:01:00,41.3,49.4,146.0,62.7,"Gas, Noise Alert",1
6603,2025-04-05 23:02:00,50.0,78.2,158.8,59.4,"Temp, Humidity, Gas, Noise Alert",13
6604,2025-04-05 23:03:00,54.1,73.0,125.6,39.4,"Temp, Gas Alert",9
6605,2025-04-05 23:04:00,34.1,84.3,85.3,36.3,Humidity Alert,2
6606,2025-04-05 23:05:00,36.1,58.0,143.3,61.7,"Gas, Noise Alert",1
6607,2025-04-05 23:06:00,34.0,66.2,157.9,35.6,Gas Alert,0
6608,2025-04-05 23:07:00,36.9,45.9,108.3,53.7,"Gas, Noise Alert",1
6609,2025-04-05 23:08:00,54.5,68.2,137.4,49.1,"Temp, Gas Alert",9
6610,2025-04-05 23:09:00,30.2,73.7,106.2,47.3,Gas Alert,0
6611,2025-04-05 23:10:00,31.2,84.7,128.1,37.3,"Humidity, Gas Alert",3
6612,2025-04-05 23:11:00,49.8,80.5,88.3,62.3,"Temp, Humidity, Noise Alert",14
6613,2025-04-05 23:12:00,42.8,82.0,136.5,42.9,"Humidity, Gas Alert",3
6614,2025-04-05 23:13:00,54.5,44.5,80.0,53.2,"Temp, Noise Alert",15
6615,2025-04-05 23:14:00,39.8,62.9,91.1,50.4,Noise Alert,6
6616,2025-04-05 23:15:00,41.3,61.0,113.5,51.6,"Gas, Noise Alert",1
6617,2025-04-05 23:16:00,35.7,67.7,142.0,54.3,"Gas, Noise Alert",1
6618,2025-04-05 23:17:00,37.5,81.4,121.4,63.8,"Humidity, Gas, Noise Alert",4
6619,2025-04-05 23:18:00,51.8,47.5,124.7,44.2,"Temp, Gas Alert",9
6620,2025-04-05 23:19:00,32.0,41.1,125.0,41.1,Gas Alert,0
6621,2025-04-05 23:20:00,52.2,79.3,118.0,61.3,"Temp, Humidity, Gas, Noise Alert",13
6622,2025-04-05 23:21:00,38.2,62.9,84.2,52.9,Noise Alert,6
6623,2025-04-05 23:22:00,34.0,63.0,134.6,44.1,Gas Alert,0
6624,2025-04-05 23:23:00,50.8,82.5,155.6,58.1,"Temp, Humidity, Gas, Noise Alert",13
6625,2025-04-05 23:24:00,41.5,45.9,99.5,64.6,Noise Alert,6
6626,2025-04-05 23:25:00,32.2,72.8,104.0,55.7,"Gas, Noise Alert",1
6627,2025-04-05 23:26:00,43.2,78.4,113.6,59.7,"Humidity, Gas, Noise Alert",4
6628,2025-04-05 23:27:00,34.7,82.9,137.9,40.9,"Humidity, Gas Alert",3
6629,2025-04-05 23:28:00,43.3,79.4,96.1,52.8,"Humidity, Noise Alert",5
6630,2025-04-05 23:29:00,50.9,82.1,128.5,47.2,"Temp, Humidity, Gas Alert",12
6631,2025-04-05 23:30:00,37.7,60.8,95.4,39.1,Normal,7
6632,2025-04-05 23:31:00,51.7,54.9,115.1,63.8,"Temp, Gas, Noise Alert",10
6633,2025-04-05 23:32:00,36.8,83.1,114.9,58.5,"Humidity, Gas, Noise Alert",4
6634,2025-04-05 23:33:00,54.4,58.1,83.2,56.4,"Temp, Noise Alert",15
6635,2025-04-05 23:34:00,33.5,50.3,85.7,48.0,Normal,7
6636,2025-04-05 23:35:00,45.3,65.6,90.8,37.9,Temp Alert,8
6637,2025-04-05 23:36:00,49.3,46.5,116.2,41.5,"Temp, Gas Alert",9
6638,2025-04-05 23:37:00,42.4,79.9,84.4,60.0,"Humidity, Noise Alert",5
6639,2025-04-05 23:38:00,31.6,58.5,145.0,49.1,Gas Alert,0
6640,2025-04-05 23:39:00,41.3,72.0,98.0,35.7,Normal,7
6641,2025-04-05 23:40:00,49.3,81.4,115.2,36.6,"Temp, Humidity, Gas Alert",12
6642,2025-04-05 23:41:00,49.5,82.5,145.5,38.2,"Temp, Humidity, Gas Alert",12
6643,2025-04-05 23:42:00,47.2,74.3,131.9,60.5,"Temp, Gas, Noise Alert",10
6644,2025-04-05 23:43:00,43.9,71.1,155.7,60.1,"Gas, Noise Alert",1
6645,2025-04-05 23:44:00,52.7,41.8,158.6,58.0,"Temp, Gas, Noise Alert",10
6646,2025-04-05 23:45:00,37.5,55.5,148.7,40.4,Gas Alert,0
6647,2025-04-05 23:46:00,50.2,67.7,81.7,35.0,Temp Alert,8
6648,2025-04-05 23:47:00,31.7,83.8,122.7,39.3,"Humidity, Gas Alert",3
6649,2025-04-05 23:48:00,41.4,80.9,95.4,44.4,Humidity Alert,2
6650,2025-04-05 23:49:00,34.0,57.9,139.0,58.5,"Gas, Noise Alert",1
6651,2025-04-05 23:50:00,43.1,70.0,80.1,46.0,Normal,7
6652,2025-04-05 23:51:00,39.4,55.0,107.9,64.8,"Gas, Noise Alert",1
6653,2025-04-05 23:52:00,44.8,61.4,89.1,35.0,Normal,7
6654,2025-04-05 23:53:00,35.9,71.8,103.6,48.9,Gas Alert,0
6655,2025-04-05 23:54:00,34.1,81.6,81.5,54.4,"Humidity, Noise Alert",5
6656,2025-04-05 23:55:00,46.5,59.8,81.2,54.0,"Temp, Noise Alert",15
6657,2025-04-05 23:56:00,45.8,68.8,154.5,52.3,"Temp, Gas, Noise Alert",10
6658,2025-04-05 23:57:00,54.4,53.7,103.1,63.6,"Temp, Gas, Noise Alert",10
6659,2025-04-05 23:58:00,31.9,74.1,144.9,51.3,"Gas, Noise Alert",1
6660,2025-04-05 23:59:00,54.0,68.3,145.2,55.5,"Temp, Gas, Noise Alert",10
6661,2025-04-06 00:00:00,48.3,50.0,134.8,64.4,"Temp, Gas, Noise Alert",10
6662,2025-04-06 00:01:00,47.3,50.2,152.7,48.6,"Temp, Gas Alert",9
6663,2025-04-06 00:02:00,34.5,68.3,86.4,60.5,Noise Alert,6
6664,2025-04-06 00:03:00,37.1,70.2,85.5,54.2,Noise Alert,6
6665,2025-04-06 00:04:00,38.3,83.4,154.2,54.1,"Humidity, Gas, Noise Alert",4
6666,2025-04-06 00:05:00,46.2,65.4,151.1,46.6,"Temp, Gas Alert",9
6667,2025-04-06 00:06:00,35.6,82.4,82.1,43.9,Humidity Alert,2
6668,2025-04-06 00:07:00,30.3,82.7,112.8,62.9,"Humidity, Gas, Noise Alert",4
6669,2025-04-06 00:08:00,42.4,76.6,139.4,44.7,"Humidity, Gas Alert",3
6670,2025-04-06 00:09:00,55.0,40.0,98.7,64.2,"Temp, Noise Alert",15
6671,2025-04-06 00:10:00,31.6,72.6,90.9,40.7,Normal,7
6672,2025-04-06 00:11:00,41.3,46.9,106.9,63.3,"Gas, Noise Alert",1
6673,2025-04-06 00:12:00,32.6,59.0,91.7,59.3,Noise Alert,6
6674,2025-04-06 00:13:00,37.2,69.7,87.0,55.6,Noise Alert,6
6675,2025-04-06 00:14:00,41.2,74.7,94.6,60.9,Noise Alert,6
6676,2025-04-06 00:15:00,40.3,59.8,98.0,53.0,Noise Alert,6
6677,2025-04-06 00:16:00,39.4,74.2,141.0,60.0,"Gas, Noise Alert",1
6678,2025-04-06 00:17:00,50.3,66.6,134.3,58.0,"Temp, Gas, Noise Alert",10
6679,2025-04-06 00:18:00,45.9,77.0,96.8,64.4,"Temp, Humidity, Noise Alert",14
6680,2025-04-06 00:19:00,42.0,80.6,138.6,62.6,"Humidity, Gas, Noise Alert",4
6681,2025-04-06 00:20:00,40.3,51.9,88.6,61.8,Noise Alert,6
6682,2025-04-06 00:21:00,54.6,48.9,103.5,45.3,"Temp, Gas Alert",9
6683,2025-04-06 00:22:00,31.9,59.2,150.2,52.9,"Gas, Noise Alert",1
6684,2025-04-06 00:23:00,34.2,60.2,98.4,38.4,Normal,7
6685,2025-04-06 00:24:00,51.0,50.8,85.5,57.0,"Temp, Noise Alert",15
6686,2025-04-06 00:25:00,33.9,57.4,94.1,44.7,Normal,7
6687,2025-04-06 00:26:00,36.9,59.8,94.5,52.8,Noise Alert,6
6688,2025-04-06 00:27:00,43.5,80.0,84.8,47.9,Humidity Alert,2
6689,2025-04-06 00:28:00,40.3,57.1,89.6,54.2,Noise Alert,6
6690,2025-04-06 00:29:00,47.6,60.0,125.2,35.6,"Temp, Gas Alert",9
6691,2025-04-06 00:30:00,44.3,69.4,139.5,47.6,Gas Alert,0
6692,2025-04-06 00:31:00,50.9,53.0,145.9,54.0,"Temp, Gas, Noise Alert",10
6693,2025-04-06 00:32:00,41.2,73.8,146.5,56.2,"Gas, Noise Alert",1
6694,2025-04-06 00:33:00,38.3,54.4,105.6,52.5,"Gas, Noise Alert",1
6695,2025-04-06 00:34:00,34.3,80.4,115.0,43.7,"Humidity, Gas Alert",3
6696,2025-04-06 00:35:00,40.3,74.2,131.6,62.0,"Gas, Noise Alert",1
6697,2025-04-06 00:36:00,31.4,57.5,115.9,42.0,Gas Alert,0
6698,2025-04-06 00:37:00,31.5,62.3,110.0,62.5,"Gas, Noise Alert",1
6699,2025-04-06 00:38:00,42.5,45.1,84.5,50.5,Noise Alert,6
6700,2025-04-06 00:39:00,47.2,60.0,146.8,58.6,"Temp, Gas, Noise Alert",10
6701,2025-04-06 00:40:00,52.6,63.0,157.2,41.7,"Temp, Gas Alert",9
6702,2025-04-06 00:41:00,42.1,52.5,94.6,36.6,Normal,7
6703,2025-04-06 00:42:00,38.3,59.2,111.8,37.8,Gas Alert,0
6704,2025-04-06 00:43:00,52.7,61.8,137.5,43.8,"Temp, Gas Alert",9
6705,2025-04-06 00:44:00,49.3,42.5,144.9,47.2,"Temp, Gas Alert",9
6706,2025-04-06 00:45:00,41.3,80.3,138.7,60.8,"Humidity, Gas, Noise Alert",4
6707,2025-04-06 00:46:00,44.5,42.8,94.2,48.3,Normal,7
6708,2025-04-06 00:47:00,34.4,66.3,132.8,46.8,Gas Alert,0
6709,2025-04-06 00:48:00,30.1,54.2,134.2,54.1,"Gas, Noise Alert",1
6710,2025-04-06 00:49:00,53.0,52.5,85.8,50.0,Temp Alert,8
6711,2025-04-06 00:50:00,42.0,56.1,128.0,47.5,Gas Alert,0
6712,2025-04-06 00:51:00,36.0,55.6,148.0,37.0,Gas Alert,0
6713,2025-04-06 00:52:00,52.6,56.1,107.7,38.3,"Temp, Gas Alert",9
6714,2025-04-06 00:53:00,38.2,59.2,160.0,35.4,Gas Alert,0
6715,2025-04-06 00:54:00,35.3,74.8,146.5,58.7,"Gas, Noise Alert",1
6716,2025-04-06 00:55:00,47.5,41.5,98.2,58.3,"Temp, Noise Alert",15
6717,2025-04-06 00:56:00,53.4,68.6,92.5,40.1,Temp Alert,8
6718,2025-04-06 00:57:00,47.8,83.3,118.7,50.4,"Temp, Humidity, Gas, Noise Alert",13
6719,2025-04-06 00:58:00,37.7,56.5,97.4,62.0,Noise Alert,6
6720,2025-04-06 00:59:00,35.8,42.5,142.2,62.1,"Gas, Noise Alert",1
6721,2025-04-06 01:00:00,44.9,57.9,104.1,41.9,Gas Alert,0
6722,2025-04-06 01:01:00,34.0,57.5,104.3,39.8,Gas Alert,0
6723,2025-04-06 01:02:00,37.2,64.2,117.1,56.4,"Gas, Noise Alert",1
6724,2025-04-06 01:03:00,45.5,83.3,117.4,63.9,"Temp, Humidity, Gas, Noise Alert",13
6725,2025-04-06 01:04:00,54.3,44.0,119.7,60.6,"Temp, Gas, Noise Alert",10
6726,2025-04-06 01:05:00,42.8,45.9,83.5,38.1,Normal,7
6727,2025-04-06 01:06:00,37.1,76.2,119.0,59.2,"Humidity, Gas, Noise Alert",4
6728,2025-04-06 01:07:00,43.7,77.6,124.0,57.7,"Humidity, Gas, Noise Alert",4
6729,2025-04-06 01:08:00,41.9,55.4,97.6,62.5,Noise Alert,6
6730,2025-04-06 01:09:00,36.9,51.4,130.2,47.7,Gas Alert,0
6731,2025-04-06 01:10:00,36.6,83.6,101.6,51.1,"Humidity, Gas, Noise Alert",4
6732,2025-04-06 01:11:00,54.0,53.8,106.4,53.4,"Temp, Gas, Noise Alert",10
6733,2025-04-06 01:12:00,49.0,81.1,88.4,55.3,"Temp, Humidity, Noise Alert",14
6734,2025-04-06 01:13:00,34.2,73.8,82.6,51.5,Noise Alert,6
6735,2025-04-06 01:14:00,45.0,61.2,143.9,62.4,"Gas, Noise Alert",1
6736,2025-04-06 01:15:00,42.0,82.7,150.1,37.1,"Humidity, Gas Alert",3
6737,2025-04-06 01:16:00,32.0,65.8,92.7,57.9,Noise Alert,6
6738,2025-04-06 01:17:00,48.7,40.4,157.2,47.9,"Temp, Gas Alert",9
6739,2025-04-06 01:18:00,45.7,83.0,84.9,60.8,"Temp, Humidity, Noise Alert",14
6740,2025-04-06 01:19:00,40.2,74.4,151.0,35.7,Gas Alert,0
6741,2025-04-06 01:20:00,38.5,71.5,150.1,39.5,Gas Alert,0
6742,2025-04-06 01:21:00,42.3,44.0,108.1,36.3,Gas Alert,0
6743,2025-04-06 01:22:00,40.8,66.3,157.3,52.2,"Gas, Noise Alert",1
6744,2025-04-06 01:23:00,42.1,63.4,118.5,60.0,"Gas, Noise Alert",1
6745,2025-04-06 01:24:00,31.2,82.9,122.4,54.4,"Humidity, Gas, Noise Alert",4
6746,2025-04-06 01:25:00,33.0,71.0,86.6,45.9,Normal,7
6747,2025-04-06 01:26:00,33.8,82.2,83.6,51.7,"Humidity, Noise Alert",5
6748,2025-04-06 01:27:00,45.0,68.1,142.9,39.7,Gas Alert,0
6749,2025-04-06 01:28:00,43.5,74.4,100.1,36.7,Gas Alert,0
6750,2025-04-06 01:29:00,35.6,67.2,116.6,40.5,Gas Alert,0
6751,2025-04-06 01:30:00,51.1,59.4,127.9,51.4,"Temp, Gas, Noise Alert",10
6752,2025-04-06 01:31:00,47.7,73.2,138.1,41.9,"Temp, Gas Alert",9
6753,2025-04-06 01:32:00,46.0,47.7,92.3,51.7,"Temp, Noise Alert",15
6754,2025-04-06 01:33:00,49.2,81.9,140.6,56.9,"Temp, Humidity, Gas, Noise Alert",13
6755,2025-04-06 01:34:00,37.3,84.9,82.4,55.0,"Humidity, Noise Alert",5
6756,2025-04-06 01:35:00,48.6,66.4,146.4,54.6,"Temp, Gas, Noise Alert",10
6757,2025-04-06 01:36:00,32.5,55.9,127.2,64.5,"Gas, Noise Alert",1
6758,2025-04-06 01:37:00,50.3,60.8,86.2,49.0,Temp Alert,8
6759,2025-04-06 01:38:00,50.0,80.3,117.9,46.7,"Temp, Humidity, Gas Alert",12
6760,2025-04-06 01:39:00,42.0,57.3,133.9,39.6,Gas Alert,0
6761,2025-04-06 01:40:00,54.0,54.2,126.8,53.9,"Temp, Gas, Noise Alert",10
6762,2025-04-06 01:41:00,36.9,58.9,111.2,58.3,"Gas, Noise Alert",1
6763,2025-04-06 01:42:00,31.8,78.1,147.0,40.2,"Humidity, Gas Alert",3
6764,2025-04-06 01:43:00,46.8,73.3,102.9,53.8,"Temp, Gas, Noise Alert",10
6765,2025-04-06 01:44:00,35.5,70.4,86.8,39.9,Normal,7
6766,2025-04-06 01:45:00,32.1,56.5,147.3,41.5,Gas Alert,0
6767,2025-04-06 01:46:00,34.4,46.3,94.6,35.8,Normal,7
6768,2025-04-06 01:47:00,50.2,54.4,148.7,55.1,"Temp, Gas, Noise Alert",10
6769,2025-04-06 01:48:00,32.0,78.7,107.4,49.7,"Humidity, Gas Alert",3
6770,2025-04-06 01:49:00,40.7,73.1,151.9,56.7,"Gas, Noise Alert",1
6771,2025-04-06 01:50:00,40.5,57.1,151.2,49.1,Gas Alert,0
6772,2025-04-06 01:51:00,48.5,77.6,112.8,43.5,"Temp, Humidity, Gas Alert",12
6773,2025-04-06 01:52:00,40.0,43.7,113.5,58.2,"Gas, Noise Alert",1
6774,2025-04-06 01:53:00,54.7,42.5,94.4,54.6,"Temp, Noise Alert",15
6775,2025-04-06 01:54:00,33.1,51.8,126.8,36.2,Gas Alert,0
6776,2025-04-06 01:55:00,46.9,70.6,133.6,51.3,"Temp, Gas, Noise Alert",10
6777,2025-04-06 01:56:00,50.6,46.5,114.2,52.2,"Temp, Gas, Noise Alert",10
6778,2025-04-06 01:57:00,50.3,65.8,144.8,49.4,"Temp, Gas Alert",9
6779,2025-04-06 01:58:00,33.8,56.0,111.1,50.2,"Gas, Noise Alert",1
6780,2025-04-06 01:59:00,40.9,42.1,145.1,42.2,Gas Alert,0
6781,2025-04-06 02:00:00,52.7,81.3,93.2,39.8,"Temp, Humidity Alert",11
6782,2025-04-06 02:01:00,34.3,82.1,120.4,37.0,"Humidity, Gas Alert",3
6783,2025-04-06 02:02:00,35.8,74.6,84.6,36.3,Normal,7
6784,2025-04-06 02:03:00,51.8,80.2,152.5,35.2,"Temp, Humidity, Gas Alert",12
6785,2025-04-06 02:04:00,47.5,51.7,82.8,41.0,Temp Alert,8
6786,2025-04-06 02:05:00,41.0,47.7,158.1,62.3,"Gas, Noise Alert",1
6787,2025-04-06 02:06:00,30.6,80.2,131.6,35.4,"Humidity, Gas Alert",3
6788,2025-04-06 02:07:00,41.8,84.8,91.0,44.8,Humidity Alert,2
6789,2025-04-06 02:08:00,49.9,50.1,95.9,52.2,"Temp, Noise Alert",15
6790,2025-04-06 02:09:00,39.9,79.7,125.5,47.0,"Humidity, Gas Alert",3
6791,2025-04-06 02:10:00,48.9,78.4,119.9,54.9,"Temp, Humidity, Gas, Noise Alert",13
6792,2025-04-06 02:11:00,44.2,58.5,124.8,35.6,Gas Alert,0
6793,2025-04-06 02:12:00,41.1,68.1,83.2,36.4,Normal,7
6794,2025-04-06 02:13:00,51.4,60.1,80.5,50.1,"Temp, Noise Alert",15
6795,2025-04-06 02:14:00,31.9,53.4,93.4,49.5,Normal,7
6796,2025-04-06 02:15:00,30.9,59.1,106.8,37.3,Gas Alert,0
6797,2025-04-06 02:16:00,39.7,48.2,115.1,51.5,"Gas, Noise Alert",1
6798,2025-04-06 02:17:00,37.6,61.0,84.7,53.0,Noise Alert,6
6799,2025-04-06 02:18:00,47.0,79.5,132.7,51.7,"Temp, Humidity, Gas, Noise Alert",13
6800,2025-04-06 02:19:00,50.4,68.4,131.6,60.6,"Temp, Gas, Noise Alert",10
6801,2025-04-06 02:20:00,33.9,52.8,131.2,41.9,Gas Alert,0
6802,2025-04-06 02:21:00,52.4,63.3,97.7,53.3,"Temp, Noise Alert",15
6803,2025-04-06 02:22:00,47.5,72.6,107.3,60.5,"Temp, Gas, Noise Alert",10
6804,2025-04-06 02:23:00,51.3,63.7,100.1,35.3,"Temp, Gas Alert",9
6805,2025-04-06 02:24:00,31.7,61.1,147.7,49.2,Gas Alert,0
6806,2025-04-06 02:25:00,46.4,68.8,111.7,51.8,"Temp, Gas, Noise Alert",10
6807,2025-04-06 02:26:00,40.8,46.7,144.1,51.3,"Gas, Noise Alert",1
6808,2025-04-06 02:27:00,33.8,66.8,96.6,54.3,Noise Alert,6
6809,2025-04-06 02:28:00,39.1,71.6,91.7,44.6,Normal,7
6810,2025-04-06 02:29:00,31.0,63.4,134.9,52.5,"Gas, Noise Alert",1
6811,2025-04-06 02:30:00,40.4,82.0,154.2,39.1,"Humidity, Gas Alert",3
6812,2025-04-06 02:31:00,35.9,64.3,145.6,61.3,"Gas, Noise Alert",1
6813,2025-04-06 02:32:00,44.3,64.8,128.6,57.7,"Gas, Noise Alert",1
6814,2025-04-06 02:33:00,43.1,42.9,124.1,44.1,Gas Alert,0
6815,2025-04-06 02:34:00,43.7,69.7,140.0,37.7,Gas Alert,0
6816,2025-04-06 02:35:00,37.2,52.3,141.9,47.2,Gas Alert,0
6817,2025-04-06 02:36:00,43.4,83.6,132.2,63.6,"Humidity, Gas, Noise Alert",4
6818,2025-04-06 02:37:00,39.5,54.7,141.5,57.5,"Gas, Noise Alert",1
6819,2025-04-06 02:38:00,30.5,74.8,104.8,44.3,Gas Alert,0
6820,2025-04-06 02:39:00,53.8,48.4,85.0,43.6,Temp Alert,8
6821,2025-04-06 02:40:00,42.3,76.7,110.1,57.8,"Humidity, Gas, Noise Alert",4
6822,2025-04-06 02:41:00,33.2,78.0,126.6,38.2,"Humidity, Gas Alert",3
6823,2025-04-06 02:42:00,41.7,66.0,119.6,47.1,Gas Alert,0
6824,2025-04-06 02:43:00,32.2,70.6,110.3,44.6,Gas Alert,0
6825,2025-04-06 02:44:00,45.4,70.4,81.3,42.4,Temp Alert,8
6826,2025-04-06 02:45:00,41.3,73.9,90.3,35.2,Normal,7
6827,2025-04-06 02:46:00,40.6,64.3,130.2,57.4,"Gas, Noise Alert",1
6828,2025-04-06 02:47:00,49.0,51.9,158.9,44.0,"Temp, Gas Alert",9
6829,2025-04-06 02:48:00,42.0,56.1,156.0,57.2,"Gas, Noise Alert",1
6830,2025-04-06 02:49:00,54.5,49.4,115.4,60.4,"Temp, Gas, Noise Alert",10
6831,2025-04-06 02:50:00,47.7,53.4,107.3,39.1,"Temp, Gas Alert",9
6832,2025-04-06 02:51:00,51.8,81.5,99.4,60.8,"Temp, Humidity, Noise Alert",14
6833,2025-04-06 02:52:00,54.3,67.7,113.6,55.8,"Temp, Gas, Noise Alert",10
6834,2025-04-06 02:53:00,53.6,81.0,99.4,48.4,"Temp, Humidity Alert",11
6835,2025-04-06 02:54:00,35.3,58.8,111.3,62.4,"Gas, Noise Alert",1
6836,2025-04-06 02:55:00,45.5,51.6,92.3,54.8,"Temp, Noise Alert",15
6837,2025-04-06 02:56:00,30.0,80.6,99.8,55.0,"Humidity, Noise Alert",5
6838,2025-04-06 02:57:00,37.4,48.6,109.8,50.5,"Gas, Noise Alert",1
6839,2025-04-06 02:58:00,44.6,54.9,139.6,60.2,"Gas, Noise Alert",1
6840,2025-04-06 02:59:00,32.4,46.1,143.2,45.8,Gas Alert,0
6841,2025-04-06 03:00:00,40.2,78.6,129.5,40.0,"Humidity, Gas Alert",3
6842,2025-04-06 03:01:00,40.0,55.0,148.8,48.6,Gas Alert,0
6843,2025-04-06 03:02:00,40.6,48.9,153.6,55.2,"Gas, Noise Alert",1
6844,2025-04-06 03:03:00,31.3,84.7,154.4,43.7,"Humidity, Gas Alert",3
6845,2025-04-06 03:04:00,37.0,56.9,137.8,57.7,"Gas, Noise Alert",1
6846,2025-04-06 03:05:00,38.3,69.6,110.8,52.2,"Gas, Noise Alert",1
6847,2025-04-06 03:06:00,33.6,56.0,84.5,37.0,Normal,7
6848,2025-04-06 03:07:00,47.4,80.4,131.7,37.7,"Temp, Humidity, Gas Alert",12
6849,2025-04-06 03:08:00,49.3,76.0,143.1,39.9,"Temp, Humidity, Gas Alert",12
6850,2025-04-06 03:09:00,31.1,50.4,120.9,45.3,Gas Alert,0
6851,2025-04-06 03:10:00,38.4,61.4,88.8,41.1,Normal,7
6852,2025-04-06 03:11:00,43.6,65.2,132.4,46.4,Gas Alert,0
